Date,HomeTeam,AwayTeam,HomeGameScore,AwayGameScore,HomePointsScoredLast300Seconds,AwayPointsScoredLast300Seconds,HomePointsScoredLast120Seconds,AwayPointsScoredLast120Seconds,HomePointDifferential,HomeFGDifferential,HomeDRebDifferential,HomeORebDifferential,Home3FGDifferential,HomeBlocksDifferential,HomeStealsDifferential,HomeAssistsDifferential,HomeReboundsDifferential,HomeFreeThrowDifferential,HomeTurnoversDifferential,HomeFoulsDifferential,SecLeft,LambdaWID,PointsScoredRemaining_Home,PointsScoredRemaining_Away
2020-03-06,1,28,89,96,11,6,7,0,-7,-0.09305882999999998,-1,5,-0.12165773000000002,-1,-2,-6,4,10,-6,-8,49,6,5,3
2019-11-23,5,24,108,102,8,12,4,5,6,-0.022988490000000028,12,3,-0.027419360000000004,-4,2,-2,15,14,4,-6,12,3,2,2
2020-02-12,28,15,106,99,10,12,3,7,7,0.01234567999999997,9,6,-0.007792210000000022,-1,-3,2,15,5,3,-4,185,11,10,2
2019-10-26,16,15,119,121,14,8,9,3,-2,-0.009398519999999966,-3,-3,-0.05024389999999995,2,1,-11,-6,10,1,-5,1,1,2,0
2020-01-15,25,6,115,124,12,5,6,5,-9,0.005867700000000031,-4,-4,0.011494260000000034,-2,1,2,-8,2,-3,3,101,8,8,3
2020-01-01,19,24,115,88,16,7,6,0,27,0.09959511999999998,8,-1,0.07638889999999998,1,-1,13,7,1,-2,2,118,8,2,5
2020-01-25,8,2,100,99,10,12,4,6,1,-0.007474449999999966,-3,6,0.00871835999999998,-1,3,4,3,-1,-4,3,153,10,6,7
2020-01-12,7,12,113,104,9,12,8,7,9,0.022688150000000018,2,-1,0.19757575,-1,-1,3,1,10,-1,0,24,4,1,0
2020-03-09,0,4,115,101,15,16,5,8,14,0.11141490999999998,13,3,0.10516935999999999,3,-6,8,16,1,10,8,209,11,7,10
2019-12-15,2,22,107,86,8,8,3,5,21,0.03296703000000001,9,4,0.175,-11,0,3,13,3,0,3,72,7,2,3
2020-08-02,2,29,90,88,12,6,4,0,2,-0.07915272000000001,-3,5,-0.020000000000000018,-1,-2,-7,2,4,-3,-5,263,13,14,10
2020-01-24,19,27,101,103,19,8,10,3,-2,-0.03166666000000007,4,9,-0.11580879999999999,-3,-2,1,13,4,4,-3,243,13,11,15
2019-10-28,10,20,102,97,11,15,4,6,5,-0.009966790000000003,-5,-7,-0.14285715,3,0,-1,-12,3,-1,-3,221,12,14,15
2019-11-15,14,28,102,100,13,11,3,3,2,0.06308379999999997,3,-1,0.04032257,0,0,7,2,-18,-2,7,173,10,5,6
2019-10-26,16,15,108,113,10,18,3,8,-5,-0.02069779999999999,-6,-5,-0.07322652999999996,1,3,-12,-11,15,0,-7,275,14,13,8
2019-11-18,6,26,103,100,7,15,3,10,3,0.039325830000000006,1,-11,0.10526316999999996,1,-2,10,-10,3,4,0,290,14,14,10
2019-12-27,9,23,104,96,20,8,5,1,8,-0.059929489999999974,-10,0,0.11458333999999998,4,4,0,-10,0,-16,-4,40,5,1,0
2020-01-31,8,27,86,105,12,9,0,3,-19,-0.19245816,-5,6,-0.04059830999999997,-1,-2,-8,1,19,2,-12,93,8,6,0
2019-12-29,14,4,117,101,12,11,2,6,16,0.04339477000000003,8,5,-0.014285700000000012,1,-2,8,13,-9,1,0,24,4,0,2
2020-03-08,25,27,111,113,19,21,8,10,-2,-0.0043453900000000045,7,8,-0.11997126999999996,4,-5,-4,15,1,2,0,20,4,2,5
2020-08-24,21,16,96,112,16,8,2,5,-16,-0.061949580000000004,-3,-2,0.010365860000000005,1,1,-8,-5,8,1,-3,155,10,4,9
2019-10-30,1,16,106,96,13,13,5,6,10,-0.01689974999999999,1,0,0.09767442000000004,1,0,3,1,-4,-5,0,115,8,10,9
2020-02-20,25,14,126,113,15,18,10,11,13,-0.006796440000000015,-11,-8,0.07977210000000001,-2,5,1,-19,8,-7,-4,6,2,3,1
2020-01-28,5,18,105,118,11,12,5,5,-13,-0.11179774000000003,-3,7,-0.027514250000000018,-9,-2,-3,4,-4,-5,2,255,13,6,7
2020-08-30,28,7,95,106,13,15,5,7,-11,-0.08744584999999999,-10,-2,0.015120950000000022,-1,0,-2,-12,2,-5,-3,229,12,12,13
2020-02-04,7,24,127,98,16,13,6,4,29,0.11111114,10,3,0.20967743,1,0,14,13,5,4,-2,43,5,0,1
2020-02-24,22,0,119,106,12,6,4,2,13,0.09782610000000003,8,-7,0.13492065,3,5,9,1,2,-3,-3,125,9,10,6
2020-09-08,16,15,90,97,14,10,5,8,-7,-0.11163594000000004,-13,7,-0.06451613,-2,1,-1,-6,7,-10,-2,30,5,4,6
2020-02-20,3,4,93,98,8,11,6,6,-5,-0.04119602,-3,4,-0.07435899000000001,-1,3,4,1,-9,-2,8,40,5,0,1
2020-08-11,14,1,100,119,12,18,1,4,-19,-0.12521517000000004,-6,4,-0.20634920999999998,-3,0,-4,-2,13,-3,-11,123,9,5,3
2019-12-01,17,14,101,110,10,11,5,4,-9,-0.017669170000000012,3,-2,-0.11549707999999997,3,0,-4,1,9,3,-3,162,10,6,5
2019-12-23,21,3,99,95,6,6,4,4,4,0.07017543999999998,-2,-5,0.023504299999999978,7,3,-2,-7,8,-4,-3,114,8,2,0
2020-08-09,25,10,108,125,16,16,5,5,-17,0.004280360000000039,-2,-3,-0.03801166,-1,-1,7,-5,-7,3,5,56,6,4,4
2020-01-17,26,0,112,106,5,7,2,3,6,-0.007991999999999999,2,6,-0.15873015000000001,0,0,8,8,-4,-3,7,234,12,8,15
2020-03-02,15,16,98,84,12,9,8,5,14,0.022560970000000014,0,-3,0.2847222,-1,-1,7,-3,-1,-3,1,195,11,7,5
2019-10-26,3,27,81,102,9,7,5,6,-21,-0.15567765,-13,2,-0.08529409999999998,-9,0,-8,-11,7,-5,-3,156,10,3,6
2020-08-05,28,14,116,108,14,7,6,4,8,-0.0072849799999999965,3,3,0.0016835000000000044,1,-2,4,6,1,4,0,98,8,8,7
2020-02-21,20,7,109,97,14,12,7,4,12,-0.028034380000000025,-2,7,0.12,0,5,1,5,2,-7,2,109,8,4,4
2019-11-06,28,22,106,102,9,12,4,4,4,0.05561086999999998,2,7,0.04363636999999998,1,-1,1,9,-12,0,2,28,4,0,2
2020-02-22,4,2,86,104,13,14,5,4,-18,-0.07534247999999999,-7,1,0.07859077999999997,-4,-5,-4,-6,1,-1,-6,283,14,0,11
2019-12-09,9,14,91,102,8,6,6,2,-11,-0.12001253,-4,6,0.040045739999999996,0,-5,-9,2,10,-1,0,220,12,11,8
2020-09-08,16,15,94,102,14,15,7,11,-8,-0.11278537000000005,-14,8,-0.0735887,-2,1,-1,-6,4,-10,0,5,2,0,1
2020-01-10,29,0,111,101,17,8,9,4,10,-0.08567417,-9,10,0.10344830000000002,-8,6,7,1,4,-9,-4,0,1,0,0
2019-11-17,13,0,120,97,16,12,8,4,23,0.09673204999999996,3,1,0.14685315,12,-2,10,4,-7,-2,-2,231,12,2,4
2019-10-23,4,3,123,119,15,1,7,1,4,0.0557029,4,-12,0.23488374000000006,0,-8,3,-8,-6,9,-1,70,7,3,6
2020-01-04,9,8,102,111,14,12,7,6,-9,-0.12301057000000004,-6,2,0.11640214999999998,-2,-1,1,-4,16,-6,-3,40,5,2,0
2020-01-27,17,25,119,112,11,24,4,13,7,0.052027000000000045,4,-3,0.11965815000000002,1,1,4,1,4,5,-4,37,5,0,7
2019-10-25,20,29,85,97,7,14,2,3,-12,-0.004471479999999972,3,-1,-0.050901399999999986,0,-2,-7,2,12,3,-3,0,1,0,0
2020-10-06,15,13,91,97,8,11,3,4,-6,-0.019230780000000003,1,-3,-0.019524630000000043,0,3,-8,-2,7,-3,5,60,7,5,5
2020-08-04,25,6,95,95,2,6,0,4,0,0.039673899999999984,-3,-6,0.15291607000000002,1,4,2,-9,-27,-8,10,73,7,0,0
2019-11-08,6,19,102,105,10,14,10,7,-3,0.0,-1,-7,-0.17441859999999998,3,-5,-1,-8,-12,1,1,13,3,0,1
2020-02-11,18,24,128,108,12,18,5,7,20,0.07526739999999993,9,-1,0.17171718,2,1,21,8,2,-1,-7,228,12,10,9
2020-01-04,21,28,81,99,6,11,6,6,-18,-0.007936510000000008,-2,-6,-0.09856632999999998,2,3,-5,-8,-3,-1,4,287,14,10,10
2019-10-24,10,16,100,106,5,15,1,5,-6,-0.08164016000000002,0,4,0.0,-4,-1,-5,4,17,3,0,142,9,11,11
2019-11-04,14,10,88,101,7,11,3,4,-13,0.057516330000000004,3,-4,-0.20999073999999998,2,4,-3,-1,-11,0,3,204,11,12,6
2019-12-28,9,6,114,139,6,4,0,2,-25,-0.07354444000000004,-6,0,-0.038461540000000016,-3,-7,-9,-6,-4,0,6,124,9,7,2
2019-12-28,15,22,108,106,12,12,10,3,2,-0.008514259999999996,-2,1,0.030172399999999988,0,1,5,-1,-1,0,-1,1,1,0,2
2020-01-06,21,2,82,85,16,7,7,6,-3,0.09408602000000005,10,-1,0.02532928000000001,2,-3,-5,9,3,4,-2,91,8,3,4
2019-11-15,20,22,107,107,14,11,4,5,0,0.015410000000000035,-4,-7,-0.06493505999999999,2,1,-1,-11,11,-1,-3,0,1,0,0
2019-11-10,20,16,99,104,14,9,2,2,-5,-0.09584144,-12,1,-0.023648649999999993,1,2,2,-11,4,-5,-3,199,11,20,17
2019-11-25,8,21,94,72,4,3,0,1,22,0.04077092999999998,7,0,0.07357354999999999,-2,-1,14,7,3,5,4,157,10,9,7
2020-02-09,10,28,100,100,12,11,3,5,0,-0.03229662999999999,-10,-3,-0.06961509999999999,1,8,-5,-13,-4,-10,6,269,13,13,14
2019-11-17,5,22,93,114,6,9,4,2,-21,-0.17261903999999995,-9,7,-0.14130433999999997,-6,3,-19,-2,7,1,-1,28,4,2,0
2019-11-27,18,13,110,111,15,12,3,6,-1,-0.10800855000000004,-1,6,0.10256410000000005,-2,-1,-5,5,8,3,-2,5,2,0,3
2020-01-22,27,22,94,90,10,12,3,5,4,0.04700854999999998,3,0,-0.01969696000000004,-4,-2,2,3,1,-1,-3,217,12,13,5
2019-12-09,11,12,95,104,14,6,7,3,-9,-0.05494504,-4,2,-0.010080639999999974,-3,1,-2,-2,1,1,4,182,11,4,6
2020-03-08,2,3,97,87,14,11,7,4,10,0.11445785000000003,22,0,0.10344827000000001,1,-11,2,22,7,21,-1,188,11,13,20
2019-11-03,26,13,92,100,11,13,2,8,-8,-0.10171258999999999,-2,1,-0.011857720000000016,-6,3,2,-1,15,-2,-6,105,8,4,3
2020-01-20,1,13,130,100,15,11,6,4,30,0.10497838000000004,8,2,0.22875,-5,4,9,10,2,-3,4,145,9,9,7
2020-02-08,9,13,83,116,12,5,6,3,-33,-0.04738013000000002,-14,-6,-0.13095236000000005,2,-2,-3,-20,-15,-12,0,148,9,6,9
2020-08-07,22,21,108,71,15,10,9,9,37,0.028320449999999997,7,9,0.04509284000000002,2,-2,7,16,18,3,1,10,3,0,0
2020-01-20,2,22,111,113,11,8,7,8,-2,0.04069148,3,1,0.05952379000000002,-3,-5,-8,4,11,10,-3,18,4,0,4
2019-10-31,18,7,115,98,17,14,7,9,17,0.06533177000000001,5,-4,0.21666667,1,1,5,1,16,0,-3,222,12,7,9
2019-11-23,16,8,98,83,9,14,0,4,15,0.07331091,5,3,0.04155844999999997,4,3,2,8,10,4,-4,101,8,6,7
2019-12-07,10,23,104,95,17,8,7,3,9,0.04578314,5,-3,0.0025252500000000344,4,5,-6,2,5,1,3,200,11,11,14
2020-02-01,1,22,114,93,17,10,5,4,21,0.09695122,-2,-4,0.04086023999999999,-1,3,0,-6,9,-4,-6,58,6,2,2
2020-03-07,8,28,87,100,8,19,6,5,-13,-0.07965860000000002,-5,0,-0.04125000000000001,-2,-7,5,-5,-2,4,2,261,13,18,11
2019-12-23,15,28,103,100,6,10,0,5,3,-0.019121429999999995,8,5,0.007058799999999976,-4,-2,-1,13,5,3,-3,10,3,4,4
2020-08-01,20,28,103,82,11,11,4,2,21,0.1617173,15,0,0.1336207,5,-1,2,15,8,6,-3,200,11,7,12
2020-08-01,20,28,105,86,9,12,2,4,19,0.17261909999999997,15,-1,0.14166667,5,-2,2,14,4,7,0,134,9,5,8
2019-11-20,22,19,96,94,11,9,3,4,2,-0.06327395000000002,-2,5,-0.17068966000000002,-1,-1,11,3,9,-5,-8,146,9,13,10
2019-11-11,1,6,104,94,18,10,10,1,10,0.06490963,4,-3,0.13124999999999998,0,2,3,1,0,3,-1,185,11,12,12
2019-11-03,26,13,96,101,11,14,4,4,-5,-0.08031957,1,1,0.0,-6,3,2,2,12,-1,-4,16,4,0,2
2019-10-26,3,27,81,102,9,11,5,6,-21,-0.15829724,-12,3,-0.09426847,-9,-1,-8,-9,7,-4,-3,186,11,3,6
2020-03-10,11,1,111,114,18,12,4,10,-3,0.05376346000000004,-1,-1,0.023648649999999993,4,-4,4,-2,-11,4,6,2,1,0,0
2020-02-08,23,7,108,117,12,14,4,6,-9,-0.11199888000000002,-2,3,-0.11160713,-3,0,2,1,2,-1,-4,0,1,0,0
2019-11-13,10,12,95,88,18,4,8,2,7,0.002005020000000024,2,-2,0.05208333999999998,3,3,-5,0,8,-2,-1,91,8,7,5
2020-02-28,28,29,129,114,22,14,8,7,15,0.026990719999999968,14,3,0.11957409999999996,3,-4,1,17,9,6,3,0,1,0,0
2020-08-09,18,26,96,101,15,11,10,5,-5,-0.016946760000000005,-2,0,-0.007407399999999953,0,-5,4,-2,1,1,-7,266,13,17,21
2019-11-06,8,19,121,102,10,9,1,5,19,0.06329111999999998,9,3,0.06,-3,-2,13,12,1,3,-4,59,6,1,0
2020-07-31,6,10,139,139,8,16,6,12,0,-0.01601463999999997,7,5,0.08733850999999998,-5,-5,4,12,5,10,1,0,1,0,0
2019-10-25,2,19,106,107,4,13,2,8,-1,-0.013869140000000002,2,2,-0.2797618700000001,-2,-3,4,4,5,0,-5,236,12,7,2
2020-01-31,10,6,118,113,11,11,5,7,5,-0.02938196000000004,-8,-6,0.058441560000000004,-5,9,-6,-14,-8,-11,2,144,9,10,8
2019-11-20,0,16,119,126,21,12,13,3,-7,-0.06112535000000002,-4,0,0.10081299999999999,-6,2,4,-4,-2,-7,1,130,9,8,9
2019-12-16,20,3,107,106,9,6,3,4,1,0.007246399999999986,7,3,0.17058824,0,-9,-6,10,13,13,-5,4,1,2,0
2019-12-27,21,22,90,88,13,10,5,8,2,0.054200550000000014,1,3,0.029761910000000003,2,-6,5,4,-7,-1,-1,39,5,4,9
2020-02-11,22,12,105,97,15,7,4,3,8,0.036087239999999965,3,5,-0.16827586,1,1,0,8,5,-2,-6,168,10,5,6
2019-11-23,22,15,113,86,4,14,2,6,27,0.10602409999999995,6,-1,0.23275859999999998,-2,5,16,5,-10,-3,11,26,4,0,0
2020-01-26,19,2,110,97,10,10,4,5,13,0.10760870000000006,6,7,-0.026315809999999995,4,1,-2,13,-10,-1,9,54,6,0,0
2019-11-10,23,2,130,103,16,8,9,6,27,0.05629346000000002,0,0,0.21321795999999998,5,3,10,0,1,-9,-8,147,9,8,9
2020-01-30,5,27,106,113,14,13,5,11,-7,-0.027421050000000002,8,6,-0.03214285,0,-6,-1,14,-11,7,0,16,4,3,2
2019-11-14,5,15,95,108,7,10,5,6,-13,-0.12271061999999999,-7,7,-0.15572862000000004,-5,5,-13,0,8,0,-3,64,7,2,0
2019-11-10,19,5,80,104,7,14,3,8,-24,-0.07852563000000001,0,5,-0.020434229999999998,6,-1,-2,5,-2,8,6,201,11,7,4
2020-08-04,11,21,113,93,17,13,8,3,20,0.07838830000000002,1,-6,0.04898447,2,6,15,-5,-3,-8,-4,300,15,7,14
2020-01-04,16,26,127,118,6,15,0,4,9,0.07667044,2,-4,0.03402779,10,-3,3,-2,-1,0,3,6,2,0,0
2020-03-01,18,13,112,118,9,10,1,5,-6,-0.08649399999999996,8,9,-0.14901962000000002,-6,0,1,17,23,3,-15,86,7,2,4
2020-02-23,9,18,87,105,13,17,6,3,-18,0.025040129999999994,-4,-7,-0.06980653999999997,0,2,-9,-11,1,-2,-2,275,14,6,10
2020-08-06,6,12,101,108,10,11,3,7,-7,-0.06195090000000003,-3,-1,-0.027472529999999995,2,0,4,-4,6,1,-5,295,14,10,18
2019-11-02,21,7,81,89,9,10,4,5,-8,0.06603444000000003,2,2,-0.09920635000000003,4,0,3,4,-26,0,9,14,3,2,2
2019-11-25,9,20,97,94,5,9,3,7,3,-0.027598769999999995,-1,-1,0.12993422,-5,6,2,-2,7,-4,0,92,8,0,6
2020-03-10,10,17,104,102,13,13,7,6,2,0.05338467000000002,-10,-4,0.050189399999999995,3,-1,3,-14,1,-5,-4,96,8,3,9
2019-10-24,9,12,108,130,13,15,4,5,-22,-0.23687855000000002,-7,11,-0.18571427000000007,-4,-1,-6,4,-5,-2,1,272,14,14,11
2020-02-24,5,15,94,106,10,4,3,2,-12,-0.031140589999999968,-7,0,-0.01666666,-4,1,-10,-7,10,-2,-5,191,11,4,5
2020-02-21,21,6,102,114,7,7,2,3,-12,-0.09999999999999998,-10,8,-0.14159890000000003,-5,4,-5,-2,-7,-9,6,125,9,4,8
2020-01-04,2,27,96,105,13,17,5,3,-9,0.06666665999999999,9,-8,0.03958333000000003,6,-6,3,1,7,17,-4,241,13,6,16
2020-08-09,25,10,109,127,18,18,7,7,-18,0.004280360000000039,-3,-3,-0.03801166,-1,-1,7,-6,-8,3,5,38,5,3,2
2019-11-14,19,6,104,101,10,6,5,2,3,0.01997924000000001,6,3,0.20476191000000002,-5,-2,-1,9,-22,4,13,13,3,2,2
2020-01-15,22,2,117,106,17,5,8,2,11,0.07458198000000005,3,2,-0.11333333000000001,10,-2,5,5,-5,-1,1,18,4,0,0
2020-02-04,18,16,108,120,8,11,6,2,-12,-0.08283313999999997,-2,0,-0.013888889999999987,-1,-2,-8,-2,7,1,-2,48,6,0,0
2019-12-21,22,29,119,102,18,15,5,4,17,0.11441487,6,8,0.22580646,1,0,10,14,-13,3,6,173,10,6,6
2020-01-28,22,9,114,102,18,14,9,9,12,0.09498908,8,-4,-0.020161299999999993,0,-1,0,4,4,1,-6,85,7,1,2
2020-01-30,7,28,99,95,7,21,3,11,4,-0.007922120000000032,2,3,-0.15238096,-1,3,-1,5,1,-8,1,115,8,7,5
2019-11-23,11,21,106,92,6,6,2,2,14,0.06984481000000003,9,-1,-0.031772590000000045,1,-4,6,8,10,7,-2,86,7,5,3
2020-09-17,1,15,95,100,8,11,1,7,-5,0.06321838000000002,9,-4,0.0,1,-4,-9,5,12,10,1,102,8,6,6
2019-10-26,0,21,94,80,13,6,4,2,14,0.14269273,13,-2,0.10398860000000001,-1,-3,11,11,-11,9,14,215,12,9,5
2020-02-12,28,15,103,93,16,9,2,4,10,0.02564103000000001,10,6,-0.019886369999999987,-1,-3,1,16,6,3,-4,295,14,13,8
2019-12-26,28,24,119,115,16,15,10,8,4,0.07926488000000004,2,-4,-0.052287570000000005,-1,-1,8,-2,0,-2,-1,13,3,2,0
2020-09-09,7,12,83,96,14,8,3,4,-13,-0.029661800000000016,1,-4,0.04761904,0,-3,0,-3,-4,5,-1,40,5,2,0
2020-03-09,0,4,122,111,10,16,3,5,11,0.09939024999999996,13,3,0.08108105999999998,3,-7,8,16,3,11,7,0,1,0,0
2020-03-10,13,2,99,102,11,5,2,2,-3,0.05979133000000003,4,-6,0.04342105000000002,1,0,-1,-2,-10,4,4,54,6,3,2
2020-08-05,21,27,83,102,12,11,6,1,-19,-0.07097130000000001,-4,2,-0.09696969,2,-1,-3,-2,0,-4,1,131,9,7,7
2020-08-03,18,14,97,93,9,13,2,5,4,0.026272589999999985,6,1,0.06445994999999999,-9,3,-3,7,20,4,-8,249,13,12,6
2019-11-25,27,22,99,96,11,2,5,0,3,0.03669224000000004,-6,-6,-0.05147057999999999,2,-2,1,-12,6,-6,-2,6,2,2,0
2020-01-03,10,22,118,108,13,11,5,6,10,0.02022242000000002,4,-2,0.15277778,-3,-1,-10,2,7,0,2,0,1,0,0
2020-02-22,16,22,117,95,7,10,4,4,22,0.17528339999999998,17,-3,0.017139120000000008,2,-8,17,14,-5,7,-1,52,6,2,3
2019-12-11,11,1,102,104,12,8,6,4,-2,-0.03813907000000005,-5,-3,-0.06969697000000002,0,5,1,-8,8,-5,-7,282,14,20,13
2020-03-02,19,10,121,119,6,10,2,4,2,0.07177928,19,11,0.05665025000000001,3,-5,1,30,1,5,-1,68,7,4,4
2020-01-04,9,8,91,103,9,14,5,4,-12,-0.1202356,-5,1,0.13247867000000002,-2,-2,2,-4,14,-5,-3,239,12,13,8
2020-02-03,5,19,127,127,9,17,5,5,0,0.03972087000000002,-2,-7,0.1136045,1,-5,1,-9,-1,2,0,9,2,0,0
2020-03-03,20,12,92,109,15,11,7,5,-17,-0.03283132,0,2,0.019047609999999993,6,0,-3,2,-2,4,1,42,5,2,0
2019-12-21,19,16,90,108,16,11,7,7,-18,-0.08517062000000003,-5,3,-0.12101311999999997,-8,2,-5,-2,-6,-5,8,292,14,12,15
2020-01-27,8,5,93,114,15,12,6,6,-21,-0.05526314999999998,-7,-4,-0.04166666000000002,2,-1,-9,-11,3,5,0,93,8,7,1
2019-12-28,3,0,106,76,11,7,2,0,30,0.13307372,10,3,0.20622120000000005,0,3,-3,13,6,1,-2,256,13,10,5
2019-12-13,21,10,101,124,12,23,7,11,-23,-0.09398732999999998,-14,2,-0.15949820000000003,-1,-2,0,-12,1,-4,-6,181,11,3,6
2020-09-30,13,15,109,96,8,15,2,9,13,0.0025618199999999924,11,4,0.04513889999999998,2,3,4,15,14,4,2,151,10,7,2
2019-12-18,22,15,91,99,11,5,5,0,-8,-0.06172840000000002,-10,3,-0.09393938999999996,1,4,-4,-7,4,1,-1,216,12,13,9
2020-02-29,15,2,115,113,11,15,4,5,2,-0.014566849999999965,-1,2,0.004784680000000041,1,0,-3,1,-1,-3,-3,0,1,1,0
2019-10-26,5,11,108,99,8,12,2,4,9,0.04117647000000002,0,6,-0.015531660000000003,4,2,0,6,14,1,-5,34,5,2,0
2020-02-12,23,9,110,79,12,5,4,3,31,-0.025136629999999993,1,4,0.0583784,1,8,4,5,0,-6,4,46,6,2,0
2019-11-06,28,22,98,92,12,13,6,5,6,0.056690850000000015,5,9,0.06393859999999996,1,-1,0,14,-6,1,-1,294,14,8,12
2020-01-12,27,26,104,105,13,13,10,5,-1,-0.02625531999999997,-6,-1,0.14295210000000003,-2,1,6,-7,-17,0,10,4,1,0,0
2020-01-26,26,27,97,103,2,14,0,3,-6,-0.017149630000000027,3,-6,0.12175103999999998,5,-6,-4,-3,5,7,-5,249,13,9,7
2020-08-17,27,2,119,102,14,9,5,2,17,-0.019400360000000005,0,1,0.18552631999999997,3,-2,-8,1,11,-2,-4,260,13,15,8
2020-03-02,5,28,99,100,10,9,2,3,-1,-0.11783319999999997,-11,0,-0.007575779999999976,-5,6,-3,-11,8,-6,1,239,12,14,13
2019-10-25,20,29,83,97,5,17,0,5,-14,-0.016006100000000023,3,-1,-0.05760870000000001,0,-2,-7,2,12,3,-3,50,6,2,0
2020-02-02,16,23,114,98,13,12,7,8,16,0.08692526,8,-1,0.07291666000000002,9,-4,7,7,7,5,-1,284,14,15,10
2019-10-30,2,11,96,112,10,17,6,9,-16,-0.047851949999999976,6,8,-0.1437037,1,-6,-5,14,3,13,-4,274,14,12,6
2020-09-27,15,1,110,102,20,6,7,2,8,0.10056571999999997,6,-8,0.10256409,1,-1,5,-2,7,2,-6,236,12,15,11
2019-11-29,13,29,117,93,10,12,3,5,24,0.1277139,8,-5,0.2180527,5,-1,5,3,9,0,-4,287,14,8,10
2020-01-19,26,15,105,98,10,4,8,0,7,0.0,-3,-1,0.052419360000000026,1,-3,5,-4,4,2,-2,127,9,2,4
2019-12-23,11,27,97,99,8,7,4,3,-2,0.012195100000000014,-9,-1,0.06951870999999998,1,3,1,-10,-4,-4,3,171,10,10,8
2020-02-10,27,17,132,115,22,9,10,4,17,0.14732340000000005,6,-1,0.08755756999999997,1,9,6,5,-12,-5,7,173,10,5,11
2020-01-11,24,16,99,122,3,6,0,1,-23,-0.07368756000000004,-9,-2,-0.10060059999999998,-1,0,-5,-11,1,4,3,60,7,2,0
2019-12-02,14,11,93,105,14,11,2,4,-12,-0.08117283999999997,-5,0,-0.16300675,4,1,-8,-5,6,-4,-2,253,13,11,12
2020-02-27,11,24,103,93,9,11,2,4,10,-0.004342939999999962,1,4,0.010489479999999995,-1,3,7,5,9,-3,-7,114,8,3,7
2019-11-15,21,26,101,109,17,10,7,7,-8,-0.1005547,-2,6,-0.07692306999999998,-3,-3,-5,4,23,-1,-12,0,1,0,0
2020-01-11,8,3,92,100,5,11,2,2,-8,-0.04788121000000001,2,3,-0.006593409999999966,-2,-4,-4,5,17,5,-5,105,8,7,8
2020-01-26,7,10,115,110,10,13,6,6,5,0.023375969999999968,2,-6,0.05952379000000002,-5,3,9,-4,-7,-1,2,106,8,2,0
2020-03-07,14,0,99,101,12,16,5,6,-2,0.18158569999999996,7,-1,0.16916666000000002,2,-1,1,6,-3,1,-9,138,9,2,0
2020-01-04,12,14,104,126,15,17,4,9,-22,-0.048028700000000035,-5,3,-0.25506070000000003,-9,-5,-15,-2,-3,4,0,180,11,10,14
2020-08-04,15,1,110,106,8,10,5,8,4,0.0010822699999999963,-1,-3,0.036337200000000014,1,1,7,-4,9,-4,-8,5,2,2,0
2019-12-02,0,9,97,71,12,7,4,2,26,0.07080201000000003,-2,-5,0.10924369999999997,-4,2,4,-7,2,-9,-7,170,10,7,8
2020-08-19,12,6,110,120,20,12,10,4,-10,-0.05147862999999997,-3,0,-0.1366539,-2,0,-9,-3,5,4,-1,207,11,4,7
2020-02-22,0,6,109,107,15,12,7,5,2,-0.022270100000000015,1,3,-0.10936518000000003,-5,4,4,4,7,-6,0,36,5,2,0
2019-12-14,27,2,110,97,9,4,7,4,13,0.01458334,-4,-2,0.10175437000000004,3,6,-2,-6,9,-9,1,113,8,0,5
2019-10-28,25,7,88,94,10,9,3,4,-6,0.036765640000000044,-1,-7,0.07516339999999999,3,-2,5,-8,1,2,1,73,7,6,7
2020-08-13,14,16,118,106,10,18,2,10,12,0.10355615000000001,11,0,0.08124999999999999,0,-5,9,11,-2,4,-2,81,7,1,0
2020-01-18,3,5,110,111,12,7,4,4,-1,-0.02905979999999997,-10,-2,-0.16346156999999994,0,12,-3,-12,-9,-15,8,189,11,8,5
2020-02-23,13,1,105,103,10,7,3,2,2,0.008072170000000045,2,3,-0.0625,1,2,2,5,2,-2,-3,198,11,9,9
2019-12-20,20,23,119,100,11,9,2,2,19,0.10202703999999996,9,1,0.055472259999999995,3,-2,0,10,-1,0,-4,289,14,7,8
2019-12-16,8,29,110,117,14,15,6,8,-7,-0.0493827,-2,5,-0.16666666000000002,-1,1,2,3,12,-1,-9,248,13,9,16
2020-01-27,8,5,93,115,12,12,6,6,-22,-0.0608187,-7,-3,-0.05147057999999999,2,-1,-9,-10,2,5,0,75,7,7,0
2019-11-16,19,4,102,99,14,18,6,8,3,0.047058829999999996,6,1,-0.04782610000000004,-2,0,1,7,5,1,3,33,5,0,4
2019-11-22,12,10,118,117,18,18,10,9,1,0.04174840000000002,4,-1,0.036796529999999994,2,-2,5,3,-14,4,6,22,4,4,2
2020-02-01,24,28,122,101,15,9,4,2,21,0.09538081000000004,11,5,0.09668987000000007,0,-2,1,16,9,2,1,91,8,2,6
2020-08-09,18,26,102,110,14,12,2,6,-8,-0.027215970000000034,-3,0,-0.008241730000000003,-1,-6,5,-3,1,1,-7,69,7,11,12
2020-02-25,11,4,119,71,11,4,4,0,48,0.22408839000000003,28,-5,0.08995500000000001,10,0,16,23,0,4,6,8,2,0,0
